epoch,step,train_loss,val_loss
0,49,0.008496740957533049,
0,99,0.007486237772399605,
0,149,0.00738912549289614,
0,199,0.010070364522115884,
0,249,0.004283426986583123,
0,299,0.009227352008862325,
0,349,0.005114671572758137,
0,399,0.003713764914361507,
0,449,0.008292039861010148,
0,499,0.005064968419695931,
0,549,0.00563888960514608,
1,599,0.006112589913123266,
1,649,0.004497662306896878,
1,699,0.004711424635853834,
1,749,0.003519344332005603,
1,799,0.0032417837838231204,
1,849,0.0024904981270198884,
1,899,0.006505980989824617,
1,949,0.0104244035241161,
1,999,0.005135860590185067,
1,1049,0.001751830013367634,
1,1099,0.003993821541341667,
2,1149,0.0058893409944475806,
2,1199,0.0039932065860316295,
2,1249,0.008470090194795525,
2,1299,0.0028895096114723356,
2,1349,0.002809433145688709,
2,1399,0.003755951377564108,
2,1449,0.0016180859212172624,
2,1499,0.0043853425326779135,
2,1549,0.00450263125211939,
2,1599,0.004335239243931589,
2,1649,0.00864535816439685,
2,1699,0.005471937539008149,
3,1749,0.0061562078439739275,
3,1799,0.0036459430399597243,
3,1849,0.0033442734497280977,
3,1899,0.004693277787493514,
3,1949,0.002214877848322527,
3,1999,0.005317193696625973,
3,2049,0.0027788002077564784,
3,2099,0.002600373270566685,
3,2149,0.00966946335080122,
3,2199,0.0031024794162825874,
3,2249,0.0067498031335055855,
4,2299,0.002653682073183649,
4,2349,0.002091272680583655,
4,2399,0.004215512698595975,
4,2449,0.002832709116747675,
4,2499,0.0053928296902730315,
4,2549,0.007398557059011931,
4,2599,0.003202399554462929,
4,2649,0.0037483900480681804,
4,2699,0.0035146571363185667,
4,2749,0.00842402733060527,
4,2799,0.004557265951913722,
4,2849,0.0046933210409538665,
5,2899,0.0021367194173740954,
5,2949,0.0051479696489392665,
5,2999,0.009021807649909052,
5,3049,0.0038358372375867115,
5,3099,0.0026508093117115525,
5,3149,0.00598282100510806,
5,3199,0.003509761642686489,
5,3249,0.004667033517021518,
5,3299,0.012110428267930833,
5,3349,0.003234269984192531,
5,3399,0.0036912990642503996,
6,3449,0.002702734820182476,
6,3499,0.0035902121803444587,
6,3549,0.003365214015961291,
6,3599,0.007391959838567005,
6,3649,0.00467693878791215,
6,3699,0.005184063450893928,
6,3749,0.0024154903396063853,
6,3799,0.002068225159149013,
6,3849,0.002634596646864712,
6,3899,0.0029763507869203453,
6,3949,0.004852058117722835,
7,3999,0.002932604175424856,
7,4049,0.005760052946026216,
7,4099,0.005112443402427745,
7,4149,0.0037515810146019684,
7,4199,0.0026691297876680706,
7,4249,0.003070724280921519,
7,4299,0.006054576677065309,
7,4349,0.004806827299031446,
7,4399,0.0020003477832086125,
7,4449,0.005028813519798431,
7,4499,0.011176369381839673,
7,4549,0.0038361903724537906,
8,4599,0.005483911251192747,
8,4649,0.003710559709289696,
8,4699,0.004270805938536674,
8,4749,0.0045184258803027556,
8,4799,0.0025191200260818837,
8,4849,0.0032691292332702746,
8,4899,0.009041692072468799,
8,4949,0.002853610806415589,
8,4999,0.0029354638932331868,
8,5049,0.003578947926310358,
8,5099,0.006190360210916228,
9,5149,0.0034910972470134378,
9,5199,0.003960121003440307,
9,5249,0.006755407277564931,
9,5299,0.00238093809185587,
9,5349,0.010591308113062109,
9,5399,0.003906333140586968,
9,5449,0.003759753399977706,
9,5499,0.0030162898845052686,
9,5549,0.002429670961773423,
9,5599,0.005561237400721811,
9,5649,0.00452950724175058,
9,5699,0.005756082613358547,
9,5699,,0.2543246175076117
10,5749,0.0020893832327363035,
10,5799,0.005310950915694188,
10,5849,0.00225958120305507,
10,5899,0.003733366554854457,
10,5949,0.0029926978022555223,
10,5999,0.004647651582145366,
10,6049,0.003044862645633435,
10,6099,0.003864863053651607,
10,6149,0.002342413696618223,
10,6199,0.0028217734677895715,
10,6249,0.004473196272384096,
11,6299,0.0023980340043874113,
11,6349,0.0023256672530682205,
11,6399,0.005220676959611505,
11,6449,0.005781972325416183,
11,6499,0.0030482628658027987,
11,6549,0.0025784688986602755,
11,6599,0.010162748002250272,
11,6649,0.0037486382717914235,
11,6699,0.0026373551310459498,
11,6749,0.0053394103691262245,
11,6799,0.002909783158559216,
12,6849,0.007218580758821147,
12,6899,0.005992289526579406,
12,6949,0.006502405997367584,
12,6999,0.00335188005417059,
12,7049,0.0027365189834123193,
12,7099,0.006455120506334596,
12,7149,0.005747093470884641,
12,7199,0.0023742868199434926,
12,7249,0.0030748869136892508,
12,7299,0.0022789182274445615,
12,7349,0.003236459692963938,
12,7399,0.004131466794116856,
13,7449,0.00480296681535368,
13,7499,0.003015877831817279,
13,7549,0.0037054754951987676,
13,7599,0.002531555288061028,
13,7649,0.004115357532066301,
13,7699,0.0027348962455232607,
13,7749,0.0021612671969677387,
13,7799,0.0048422403189936165,
13,7849,0.0044980310162733425,
13,7899,0.0021098004356612868,
13,7949,0.004896839516840801,
14,7999,0.0035193024587809618,
14,8049,0.004698862073050056,
14,8099,0.0019880076108543254,
14,8149,0.007479039742094028,
14,8199,0.002702170845808855,
14,8249,0.00435411631786557,
14,8299,0.0023148788796562183,
14,8349,0.0015353831716390985,
14,8399,0.0022816400937860585,
14,8449,0.008830232328004948,
14,8499,0.003664466728988263,
14,8549,0.0037392520307146246,
15,8599,0.0022350015782806806,
15,8649,0.0026687061240526807,
15,8699,0.002955872165065923,
15,8749,0.002395006784699576,
15,8799,0.0030596563888156216,
15,8849,0.0029153933784516707,
15,8899,0.003385644204543648,
15,8949,0.003524284050866973,
15,8999,0.003155549473173631,
15,9049,0.00610493331916333,
15,9099,0.003585888616560514,
16,9149,0.002632010375782737,
16,9199,0.0020470438517363678,
16,9249,0.006813335704730118,
16,9299,0.002849656645940363,
16,9349,0.0032506649133814958,
16,9399,0.007854309762894533,
16,9449,0.002600966210257408,
16,9499,0.0021565704238258356,
16,9549,0.004681707014917582,
16,9599,0.002076896977463036,
16,9649,0.004907875438326965,
17,9699,0.004300703667612492,
17,9749,0.0012653130673165468,
17,9799,0.0020487833486041405,
17,9849,0.008895815499422319,
17,9899,0.0019079083364568774,
17,9949,0.002508412840189152,
17,9999,0.007087126041261102,
17,10049,0.008665174405317833,
17,10099,0.004278931660378289,
17,10149,0.006807122017089753,
17,10199,0.0017375813005890148,
17,10249,0.006912492504852549,
18,10299,0.002277874486676653,
18,10349,0.003111039549313482,
18,10399,0.0024757868834328484,
18,10449,0.008088874304170116,
18,10499,0.006338794952806769,
18,10549,0.006767272245451723,
18,10599,0.00456231447035205,
18,10649,0.003756114897503538,
18,10699,0.003642741786455917,
18,10749,0.004928857095758865,
18,10799,0.002109138562819693,
19,10849,0.002411174842709489,
19,10899,0.002294362178383536,
19,10949,0.0021450636780808714,
19,10999,0.0030550899651367487,
19,11049,0.0024483044312064747,
19,11099,0.0031458820029874003,
19,11149,0.0034043447815742117,
19,11199,0.005700157442594542,
19,11249,0.0024789009648520516,
19,11299,0.0024928913977211834,
19,11349,0.0019296540784426363,
19,11399,0.0041741092274995605,
19,11399,,0.38442343940412965
20,11449,0.0029566855003570923,
20,11499,0.0013355774371884305,
20,11549,0.004774158526120517,
20,11599,0.002347441513519799,
20,11649,0.0021640292458126827,
20,11699,0.007373642310352703,
20,11749,0.001837014363429219,
20,11799,0.0030975849129887614,
20,11849,0.005122269180563085,
20,11899,0.0029297283178614736,
20,11949,0.002880189706830419,
21,11999,0.0027518600816150984,
21,12049,0.0017224438712930715,
21,12099,0.0023317552596199376,
21,12149,0.0030089767099909454,
21,12199,0.0021835086492958578,
21,12249,0.004457596026373678,
21,12299,0.0027278596578021847,
21,12349,0.00356932464093702,
21,12399,0.0016745488392390288,
21,12449,0.004766304931404599,
21,12499,0.004615629253390066,
22,12549,0.0018584498368496229,
22,12599,0.003233707523635305,
22,12649,0.001631519518096466,
22,12699,0.0021457259040968154,
22,12749,0.0012559730361449198,
22,12799,0.003198881159648922,
22,12849,0.001237796227336275,
22,12899,0.002515927682630105,
22,12949,0.003545904511634576,
22,12999,0.0036797196440401274,
22,13049,0.003945238731866999,
22,13099,0.003353708553501164,
23,13149,0.0030216907297459105,
23,13199,0.0019495879980140065,
23,13249,0.002006155135244904,
23,13299,0.0027886139932095447,
23,13349,0.004010887978146676,
23,13399,0.004014899993320013,
23,13449,0.0020985867976249352,
23,13499,0.002103157693636091,
23,13549,0.0025533220301237934,
23,13599,0.0016765604576774176,
23,13649,0.0026410933884803618,
24,13699,0.001468261288007182,
24,13749,0.0017326577266562847,
24,13799,0.0022867606060821104,
24,13849,0.003864033293597286,
24,13899,0.0016898922227778514,
24,13949,0.003007418376343136,
24,13999,0.002190256039238281,
24,14049,0.0015049015346634068,
24,14099,0.0034916629456840124,
24,14149,0.001754158327225086,
24,14199,0.0015930747480131838,
24,14249,0.0051896830583757075,
25,14299,0.0016224051168735425,
25,14349,0.0019027370189965732,
25,14399,0.00569522174903658,
25,14449,0.0034983646289745954,
25,14499,0.0020756903251527795,
25,14549,0.0019417492314577757,
25,14599,0.003383192454717464,
25,14649,0.003374901040504403,
25,14699,0.00282170050067091,
25,14749,0.002264628252019942,
25,14799,0.003583378902029742,
26,14849,0.002676952008043205,
26,14899,0.005703961804359541,
26,14949,0.0030011415204129893,
26,14999,0.0017674252517786118,
26,15049,0.0014828244355100046,
26,15099,0.0021935436945755326,
26,15149,0.0023264780349568736,
26,15199,0.0020287181580271353,
26,15249,0.0018722391279169723,
26,15299,0.0020986193008124356,
26,15349,0.003220020945167443,
27,15399,0.0015970771087413951,
27,15449,0.0028717892178755622,
27,15499,0.002292629850513082,
27,15549,0.00208047932539905,
27,15599,0.0024741316306437825,
27,15649,0.0014235977935388073,
27,15699,0.005654201941167353,
27,15749,0.002680930905569007,
27,15799,0.002303298353535797,
27,15849,0.001960910867682477,
27,15899,0.0024507926064713556,
27,15949,0.004096148438341541,
28,15999,0.0025861517585157737,
28,16049,0.0016202829471164658,
28,16099,0.001632718196644287,
28,16149,0.0017616940744865392,
28,16199,0.0036134290205042407,
28,16249,0.0018918246715900664,
28,16299,0.002593813539763696,
28,16349,0.0026270478011864436,
28,16399,0.0026554193652618173,
28,16449,0.0019004682828254013,
28,16499,0.0015156816751702553,
29,16549,0.003162838258602469,
29,16599,0.002062199020530299,
29,16649,0.0015561777300898574,
29,16699,0.004061228943260928,
29,16749,0.002762305913022472,
29,16799,0.004989113289134777,
29,16849,0.002717855558876126,
29,16899,0.002804092652259524,
29,16949,0.00214442154226841,
29,16999,0.0030741475997267537,
29,17049,0.0019988052670504974,
29,17099,0.0018861609004484465,
29,17099,,0.4372438340720605
30,17149,0.0012829556395776217,
30,17199,0.0017106435362822389,
30,17249,0.0020369630580563216,
30,17299,0.0016389975742979435,
30,17349,0.0014510381298680382,
30,17399,0.003703971134316542,
30,17449,0.0017437849378693388,
30,17499,0.0016036641155204754,
30,17549,0.0017077407062161532,
30,17599,0.002219274855862347,
30,17649,0.0022150558507692372,
31,17699,0.0016222995801877936,
31,17749,0.00369530877416791,
31,17799,0.003237487067039524,
31,17849,0.0032342996522749315,
31,17899,0.002435330441405302,
31,17949,0.002595006396051169,
31,17999,0.005518161446005046,
31,18049,0.002104431023734183,
31,18099,0.004346995473959562,
31,18149,0.0019825488398565617,
31,18199,0.004655830417416265,
32,18249,0.00249234333126961,
32,18299,0.0037199718159384946,
32,18349,0.002311179669744659,
32,18399,0.002457003583083838,
32,18449,0.0016833099667249453,
32,18499,0.0014231877786228674,
32,18549,0.0017300331752367862,
32,18599,0.0015506705738674079,
32,18649,0.0027630881009449715,
32,18699,0.0015455264614100753,
32,18749,0.0013483334202914947,
32,18799,0.002667912500644067,
33,18849,0.0033470861804916338,
33,18899,0.0015626756007937929,
33,18949,0.0033873399151719487,
33,18999,0.00570970132816921,
33,19049,0.001291247084325577,
33,19099,0.0028544629838717626,
33,19149,0.002813400554835692,
33,19199,0.0019448875153719762,
33,19249,0.002640271554786687,
33,19299,0.006642708328493602,
33,19349,0.001515052196605984,
34,19399,0.0018862025121086988,
34,19449,0.0014421990458476646,
34,19499,0.00254882693621355,
34,19549,0.0017608276114764948,
34,19599,0.0015636159047473883,
34,19649,0.0012278246933491357,
34,19699,0.0015711577914073668,
34,19749,0.0014802978032803162,
34,19799,0.0016411958174309875,
34,19849,0.002403891330598308,
34,19899,0.007760330257277835,
34,19949,0.0038538083680560646,
35,19999,0.00296558374767328,
35,20049,0.0012233258733673376,
35,20099,0.0009821817289664926,
35,20149,0.0023041455621338365,
35,20199,0.0012115715163264291,
35,20249,0.0018736768158313505,
35,20299,0.0015388953688711658,
35,20349,0.0036497115332531365,
35,20399,0.0012494130119851566,
35,20449,0.0019050744430088077,
35,20499,0.0021810199603442926,
36,20549,0.0024780811100157452,
36,20599,0.0010566922958425145,
36,20649,0.002735802333958807,
36,20699,0.0012979147637556159,
36,20749,0.0011857242564918859,
36,20799,0.0013786906874040288,
36,20849,0.001923613161929833,
36,20899,0.002703791168106827,
36,20949,0.0017837539805942888,
36,20999,0.003001276873130165,
36,21049,0.0011343828624166632,
37,21099,0.0016250623461952346,
37,21149,0.0017433900043682302,
37,21199,0.0015689829667158187,
37,21249,0.0018820611406231876,
37,21299,0.0016280826192241373,
37,21349,0.0018951967039497072,
37,21399,0.0022174500658207774,
37,21449,0.004630060817519899,
37,21499,0.003818146676450462,
37,21549,0.002410741209793675,
37,21599,0.0012280169520273666,
37,21649,0.0016382281164866383,
38,21699,0.003331119875582491,
38,21749,0.0015946245628463951,
38,21799,0.001024634163641906,
38,21849,0.0031383131106429525,
38,21899,0.002341225716486266,
38,21949,0.0016846742001639869,
38,21999,0.0019085008023570745,
38,22049,0.0010777980585031405,
38,22099,0.0020378546437434812,
38,22149,0.0033420813673763023,
38,22199,0.002435030688637434,
39,22249,0.001809305663861678,
39,22299,0.0021174854613452898,
39,22349,0.0021185739609100975,
39,22399,0.001536918365087844,
39,22449,0.0015388075349032785,
39,22499,0.0011782160649745075,
39,22549,0.0012932233447025693,
39,22599,0.002397332406820706,
39,22649,0.0015694096870244186,
39,22699,0.002473875883666646,
39,22749,0.00120984275618535,
39,22799,0.001255130259783004,
39,22799,,0.3733164463790376
40,22849,0.0014637519813856994,
40,22899,0.0014425209233183893,
40,22949,0.0019889215356169647,
40,22999,0.0012432779490656905,
40,23049,0.001093591127161306,
40,23099,0.0016491213112399662,
40,23149,0.0015622837483791003,
40,23199,0.0014819511679076437,
40,23249,0.0011213299605900202,
40,23299,0.0018980390513825833,
40,23349,0.0014452765120547683,
41,23399,0.0018774204828642571,
41,23449,0.0010024177036722017,
41,23499,0.0008073564457555937,
41,23549,0.0014425093918556773,
41,23599,0.0011805624671158844,
41,23649,0.00154905040428718,
41,23699,0.002416477619685094,
41,23749,0.0011906803483093418,
41,23799,0.0014634144900466603,
41,23849,0.002672935023304517,
41,23899,0.0064386265429837875,
42,23949,0.0011888734929437984,
42,23999,0.0016844576528970343,
42,24049,0.0019463794854490725,
42,24099,0.0012242330956471436,
42,24149,0.0013679722632671813,
42,24199,0.0009264488512305838,
42,24249,0.0020221912381218382,
42,24299,0.001602399016530725,
42,24349,0.0010862225662746445,
42,24399,0.0015653335414768578,
42,24449,0.0015735479472078024,
42,24499,0.002389878531560498,
43,24549,0.0017087746237304236,
43,24599,0.0014965988754503188,
43,24649,0.0016820517814888961,
43,24699,0.0016887885255524515,
43,24749,0.0013985327446869775,
43,24799,0.0015030831599054596,
43,24849,0.0011246661942860478,
43,24899,0.0017044217155227864,
43,24949,0.001232714709857754,
43,24999,0.005952658950229279,
43,25049,0.001639080101453916,
44,25099,0.0017883671450706685,
44,25149,0.0009632207099826987,
44,25199,0.001976416024104873,
44,25249,0.0019827816197701513,
44,25299,0.0015325352679975662,
44,25349,0.003469157446205238,
44,25399,0.0017280376712616157,
44,25449,0.0016795452691868709,
44,25499,0.00222966419478079,
44,25549,0.0012887894907906078,
44,25599,0.0010922063051560192,
44,25649,0.0018902546066301596,
45,25699,0.0013030388534190313,
45,25749,0.0010804080968919198,
45,25799,0.002515468349741852,
45,25849,0.0014407344710166995,
45,25899,0.00116440808673482,
45,25949,0.0010741468682874825,
45,25999,0.0013333125502881485,
45,26049,0.0018312955664100197,
45,26099,0.0011204402934369886,
45,26149,0.0012670709289431899,
45,26199,0.0012870223178991565,
46,26249,0.0011744594925671566,
46,26299,0.0009707217039279242,
46,26349,0.0012084110301388469,
46,26399,0.0019427578551703638,
46,26449,0.002093039969652882,
46,26499,0.0027965037842634403,
46,26549,0.0014960511352843282,
46,26599,0.002021448616671358,
46,26649,0.0012176292371981865,
46,26699,0.0014186918470332462,
46,26749,0.0009956109574884783,
47,26799,0.003596515018858197,
47,26849,0.0014831560435137885,
47,26899,0.0014281292002831646,
47,26949,0.0010842060349707215,
47,26999,0.001182171353223341,
47,27049,0.0009315489317779573,
47,27099,0.0015598554681388217,
47,27149,0.0018065360004089147,
47,27199,0.0019730738576005692,
47,27249,0.0015508857075371405,
47,27299,0.0010823593374252188,
47,27349,0.000859239430405078,
48,27399,0.001409781736783292,
48,27449,0.0020093485203893564,
48,27499,0.0007968098655530138,
48,27549,0.0013235375946564828,
48,27599,0.0020515237064664465,
48,27649,0.0011304316894147923,
48,27699,0.0019924508511725363,
48,27749,0.0012534500027884341,
48,27799,0.0015069097763597697,
48,27849,0.0019443370701301705,
48,27899,0.0012960083827727547,
49,27949,0.002206476287393047,
49,27999,0.0017993743301884235,
49,28049,0.0011790762369560408,
49,28099,0.0013595371170805192,
49,28149,0.0023917139933168578,
49,28199,0.0014037157356496736,
49,28249,0.0007091264390029838,
49,28299,0.0011266004727198684,
49,28349,0.0014509175241837256,
49,28399,0.0012843654245345204,
49,28449,0.0009230859763809972,
49,28499,0.0007429559575027522,
49,28499,,0.5190324991423697
50,28549,0.0007434108953445253,
50,28599,0.0011232599563635725,
50,28649,0.001119200377160032,
50,28699,0.0011370000736898361,
50,28749,0.001557230791331849,
50,28799,0.0014105777629487431,
50,28849,0.0017107091038166748,
50,28899,0.0011757387003278608,
50,28949,0.0026207817026706985,
50,28999,0.0011290375888683049,
50,29049,0.0022208171676906976,
51,29099,0.0009757379378573276,
51,29149,0.0009702899735186971,
51,29199,0.001247482280178908,
51,29249,0.0049422878401496175,
51,29299,0.0009161461906162079,
51,29349,0.0017537839916656995,
51,29399,0.0011179982382550813,
51,29449,0.0012080229096012411,
51,29499,0.0008025703590811262,
51,29549,0.0009952138596215914,
51,29599,0.0010510719560746626,
52,29649,0.0012712253521868415,
52,29699,0.0009454077471052594,
52,29749,0.007001110875164391,
52,29799,0.0014262053601417385,
52,29849,0.00123377341768644,
52,29899,0.0014270232644595497,
52,29949,0.0012417965032811816,
52,29999,0.002025401319916328,
52,30049,0.0012869394084210725,
52,30099,0.001111603796011502,
52,30149,0.001256169709839638,
52,30199,0.00091472393900222,
53,30249,0.0008543817474255533,
53,30299,0.0009351818573030022,
53,30349,0.0010640806409406619,
53,30399,0.002003149424925903,
